yarn_id,num_fibers,animal_fiber_list,fiber_type_id_list,fiber_type_name_list,synthetic_list,vegetable_list,fiber_pct_list,fiber_id_list,company_permalink,company_name,weight_name,discontinued,machine_washable,yarn_name,organic,permalink,rating_avg,rating_ct,rating_tot,texture,company_id,weight_id,num_stashes,num_projects,num_comments
103323,3,"1, -1, -1","[24, 2, 5]","[Merino, Nylon, Acrylic]","-1, 1, 1","-1, -1, -1","[10, 20, 70]","[211404, 211403, 211402]",james-c-brett,James C. Brett,DK,FALSE,TRUE,Double Knitting with Merino,,james-c-brett-double-knitting-with-merino,4.48,56,251,plied,614,11,157,221,3
8272,3,"1, 1, 1","[13, 9, 24]","[Cashmere, Silk, Merino]","-1, -1, -1","-1, -1, -1","[10, 20, 70]","[9379, 9378, 9377]",lana-gatto,Lana Gatto,DK,FALSE,,Feeling,,lana-gatto-feeling,4.57,141,644,plied  ,603,11,552,537,5
82806,3,"1, -1, 1","[3, 2, 10]","[Wool, Nylon, Angora]","-1, 1, -1","-1, -1, -1","[10, 20, 70]","[167415, 167414, 167413]",pickles,Pickles,DK,FALSE,FALSE,Angora,FALSE,pickles-angora,3.95,97,383,"fuzzy, plied",7208,11,244,643,3
127559,3,"1, -1, 1","[9, 2, 24]","[Silk, Nylon, Merino]","-1, 1, -1","-1, -1, -1","[10, 20, 70]","[242917, 242916, 242915]",expression-fiber-arts,Expression Fiber Arts,DK,FALSE,TRUE,Dewy DK,,expression-fiber-arts-dewy-dk,4.88,50,244,plied ,10426,11,306,144,4
63059,3,"1, 1, 1","[9, 13, 24]","[Silk, Cashmere, Merino]","-1, -1, -1","-1, -1, -1","[10, 15, 75]","[134077, 134076, 134075]",spirit-trail-fiberworks,Spirit Trail Fiberworks,DK,FALSE,FALSE,Birte,FALSE,spirit-trail-fiberworks-birte,4.9,69,338,smooth,188,11,342,217,3
99704,3,"1, 1, 1","[9, 13, 24]","[Silk, Cashmere, Merino]","-1, -1, -1","-1, -1, -1","[10, 15, 75]","[195515, 195514, 195513]",shalimar-yarns,Shalimar Yarns ,DK,FALSE,TRUE,Breathless DK,,shalimar-yarns-breathless-dk,4.83,200,965,smooth,5232,11,839,672,6
116140,3,"1, 1, 1","[9, 13, 24]","[Silk, Cashmere, Merino]","-1, -1, -1","-1, -1, -1","[10, 15, 75]","[223178, 223177, 223176]",tanis-fiber-arts,Tanis Fiber Arts,DK,FALSE,,Amber Label Cashmere/Silk DK Weight,,tanis-fiber-arts-amber-label-cashmere-silk-dk-weight,4.88,65,317,"Super soft, shiny, plush and yummy!",4429,11,239,211,1
76832,3,"1, -1, 1","[13, 2, 24]","[Cashmere, Nylon, Merino]","-1, 1, -1","-1, -1, -1","[10, 10, 80]","[157130, 157131, 157129]",lioness-arts,Lioness Arts,DK,FALSE,FALSE,MCN DK,FALSE,lioness-arts-mcn-dk,4.94,51,252,plied,9947,11,180,152,2
116613,3,"1, -1, 1","[13, 2, 24]","[Cashmere, Nylon, Merino]","-1, 1, -1","-1, -1, -1","[10, 10, 80]","[223992, 223993, 223991]",yoth-yarns,YOTH Yarns,DK,FALSE,,Big Sister,,yoth-yarns-big-sister,4.86,163,792,plied,14257,11,1056,590,6
39317,3,"1, -1, 1","[13, 2, 24]","[Cashmere, Nylon, Merino]","-1, 1, -1","-1, -1, -1","[10, 10, 80]","[46421, 46422, 46420]",anzula,Anzula,DK,FALSE,TRUE,Cricket,,anzula-cricket,4.83,329,1590,"plied, smooth",4286,11,1115,1173,8
76957,3,"1, -1, 1","[13, 2, 24]","[Cashmere, Nylon, Merino]","-1, 1, -1","-1, -1, -1","[10, 10, 80]","[157366, 157367, 157368]",twisted-fiber-art,Twisted Fiber Art,DK,FALSE,TRUE,Yummy Evolution,,twisted-fiber-art-yummy-evolution,5,52,260,3-ply with moderate twist; round; bouncy,236,11,257,161,2
4773,3,"-1, 1, -1","[21, 3, 1]","[Other, Wool, Cotton]","-1, -1, -1","-1, -1, 1","[0, 30, 70]","[10490, 6538, 6537]",heirloom,Heirloom,DK,FALSE,FALSE,Breeze,FALSE,heirloom-breeze,4.28,75,321,textured,559,11,367,287,1
96,2,"1, 1","[9, 3]","[Silk, Wool]","-1, -1","-1, -1","[None, None]","[132, 133]",cherry-tree-hill-yarn,Cherry Tree Hill Yarn,DK,FALSE,FALSE,Silk & Merino DK,FALSE,cherry-tree-hill-silk--merino-dk,4.5,50,225,single with subtle texture,8,11,208,173,2
7338,2,"1, 1","[14, 24]","[Alpaca, Merino]","-1, -1","-1, -1","[None, None]","[8631, 8632]",rooster,Rooster,DK,FALSE,FALSE,Almerino DK,FALSE,rooster-almerino-dk,4.55,112,510,,836,11,310,464,1
45767,2,"1, -1","[9, 12]","[Silk, Linen]","-1, -1","-1, 1","[None, None]","[55062, 55063]",colourmart,ColourMart,DK,FALSE,,Linen/Silk 8/20NM Heavy DK Weight,,colourmart-linen-silk-8-20nm-heavy-dk-weight,4.22,50,211,plied,815,11,291,145,2
84086,2,"1, 1","[9, 13]","[Silk, Cashmere]","-1, -1","-1, -1","[None, None]","[169630, 169631]",artyarns,Artyarns,DK,FALSE,FALSE,Ensemble Glitter Light,FALSE,artyarns-ensemble-glitter-light,4.65,121,563,,66,11,242,435,5
11329,2,"-1, -1","[1, 5]","[Cotton, Acrylic]","-1, 1","1, -1","[None, None]","[12175, 12176]",kraemer-yarns,Kraemer Yarns,DK,FALSE,TRUE,Little Lehigh Pebbles,FALSE,kraemer-yarns-little-lehigh-pebbles,4.01,76,305,,558,11,196,319,2
9848,2,"-1, -1","[1, 5]","[Cotton, Acrylic]","-1, 1","1, -1","[None, None]","[10855, 10856]",trysil-garn,Trysil Garn,DK,FALSE,TRUE,Tuva Helårsgarn,FALSE,trysil-garn-tuva-helrsgarn,3.88,85,330,,3298,11,302,997,2
56233,2,"1, -1","[3, 5]","[Wool, Acrylic]","-1, 1","-1, -1","[50, 50]","[69517, 69518]",troitsk-yarn,Troitsk Yarn,DK,FALSE,TRUE,Countryside (Подмосковная),FALSE,troitsk-wool-countryside-,3.58,53,190,plied,5103,11,146,379,2
10895,2,"1, 1","[24, 9]","[Merino, Silk]","-1, -1","-1, -1","[50, 50]","[11801, 11802]",jaggerspun,JaggerSpun,DK,FALSE,,Zephyr Wool-Silk 4/8,,jaggerspun-zephyr-wool-silk-4-8-2,4.6,154,708,plied ,74,11,611,564,8
105516,2,"-1, 1","[22, 3]","[Bamboo, Wool]","-1, -1","1, -1","[50, 50]","[205223, 205224]",bendigo-woollen-mills,Bendigo Woollen Mills,DK,FALSE,TRUE,Stellar 8 Ply,FALSE,bendigo-woollen-mills-stellar-8-ply,4.4,109,480,Crepe ,916,11,400,640,9
62242,2,"-1, -1","[1, 6]","[Cotton, Polyester]","-1, 1","1, -1","[50, 50]","[132698, 132699]",garnstudio,Garnstudio,DK,FALSE,TRUE,DROPS Cotton Light,,garnstudio-drops-cotton-light,3.61,515,1858,plied,10430,11,2143,2742,29
108131,2,"1, 1","[24, 9]","[Merino, Silk]","-1, -1","-1, -1","[50, 50]","[209490, 209491]",fiber-hound,Fiber Hound,DK,FALSE,TRUE,Afghan Hound,FALSE,fiber-hound-afghan-hound,4.59,44,202,,12374,11,385,155,1
4389,2,"1, 1","[3, 9]","[Wool, Silk]","-1, -1","-1, -1","[50, 50]","[6247, 6248]",tess-designer-yarns,Tess' Designer Yarns,DK,FALSE,FALSE,Silk & Ivory,FALSE,tess-designer-yarns-silk--ivory,4.63,46,213,,140,11,174,157,3
3836,2,"-1, 1","[1, 3]","[Cotton, Wool]","-1, -1","1, -1","[50, 50]","[5838, 5839]",bergere-de-france,Bergère de France,DK,FALSE,TRUE,Bergereine Cotton/Wool,FALSE,bergere-de-france-bergereine-cotton-wool,3.75,141,529,plied,587,11,401,596,5
41737,2,"1, -1","[24, 5]","[Merino, Acrylic]","-1, 1","-1, -1","[50, 50]","[49684, 49685]",yarnart,YarnArt,DK,FALSE,FALSE,Merino De Luxe 50,FALSE,yarnart-merino-de-luxe-50,3.92,75,294,plied,1172,11,113,629,1
23849,2,"-1, -1","[2, 5]","[Nylon, Acrylic]","1, 1","-1, -1","[50, 50]","[26469, 26470]",berroco,Berroco,DK,FALSE,TRUE,Comfort DK Solids,FALSE,berroco-comfort-dk-solids,4.11,2163,8884,Plied,4,11,6779,11103,35
4628,2,"1, 1","[3, 9]","[Wool, Silk]","-1, -1","-1, -1","[50, 50]","[6439, 6440]",handmaiden-fine-yarn,Handmaiden Fine Yarn,DK,FALSE,FALSE,Lady Godiva,FALSE,handmaiden-fine-yarn-lady-godiva,4.79,265,1270,,426,11,745,836,7
10621,2,"-1, 1","[5, 24]","[Acrylic, Merino]","1, -1","-1, -1","[50, 50]","[11558, 11559]",wendy,Wendy,DK,FALSE,TRUE,Mode DK,,wendy-mode-dk,3.8,263,1000,,724,11,683,1287,12
91071,2,"-1, -1","[5, 1]","[Acrylic, Cotton]","1, -1","-1, 1","[50, 50]","[181454, 181455]",james-c-brett,James C. Brett,DK,FALSE,TRUE,Cotton On Double Knitting,FALSE,james-c-brett-cotton-on-double-knitting,4.36,107,467,,614,11,345,475,5
86015,2,"1, 1","[9, 13]","[Silk, Cashmere]","-1, -1","-1, -1","[50, 50]","[172872, 172873]",artyarns,Artyarns,DK,FALSE,,Ensemble Light,,artyarns-ensemble-light,4.73,221,1045,plied,66,11,816,1012,6
64429,2,"1, -1","[13, 1]","[Cashmere, Cotton]","-1, -1","-1, 1","[50, 50]","[136269, 136270]",colourmart,ColourMart,DK,FALSE,,Cashmere/Cotton 8/28NM dk wt ,,colourmart-cashmere-cotton-8-28nm-dk-wt,4.24,45,191,Plied,815,11,195,172,2
30881,2,"-1, -1","[1, 5]","[Cotton, Acrylic]","-1, 1","1, -1","[50, 50]","[35423, 35424]",fischer-wolle,Fischer Wolle,DK,FALSE,TRUE,Piano,FALSE,fischer-wolle-piano,4.41,27,119,plied,1758,11,64,143,2
41056,2,"-1, -1","[5, 2]","[Acrylic, Nylon]","1, 1","-1, -1","[50, 50]","[48758, 48759]",rico-design,Rico Design,DK,FALSE,TRUE,Baby Classic DK,FALSE,rico-design-baby-classic-dk,4.19,404,1694,plied,3348,11,1155,2134,9
50,2,"1, -1","[24, 1]","[Merino, Cotton]","-1, -1","-1, 1","[50, 50]","[58, 59]",rowan,Rowan,DK,FALSE,TRUE,Wool Cotton,FALSE,rowan-wool-cotton,4.49,1910,8567,Plied,5,11,6600,8104,17
62809,2,"-1, -1","[21, 1]","[Other, Cotton]","-1, -1","-1, 1","[50, 50]","[133652, 133653]",ella-rae,Ella Rae,DK,FALSE,FALSE,Milky Soft,FALSE,ella-rae-milky-soft,4.23,53,224,Plied,254,11,253,203,2
31839,2,"1, 1","[3, 9]","[Wool, Silk]","-1, -1","-1, -1","[50, 50]","[36805, 36806]",brooks-farm-yarn,Brooks Farm Yarn,DK,FALSE,FALSE,Ellie,FALSE,brooks-farm-ellie,4.31,61,263,Thick and Thin Slub,182,11,304,178,3
45631,2,"-1, -1","[1, 22]","[Cotton, Bamboo]","-1, -1","1, 1","[50, 50]","[54875, 54876]",king-cole,King Cole,DK,FALSE,TRUE,Bamboo Cotton Solids,FALSE,king-cole-bamboo-cotton-solids,4.28,542,2320,plied,123,11,1461,2650,28
37565,2,"1, 1","[9, 24]","[Silk, Merino]","-1, -1","-1, -1","[50, 50]","[43987, 43988]",louisa-harding,Louisa Harding,DK,FALSE,FALSE,Grace Hand Dyed,FALSE,louisa-harding-grace-hand-dyed,4.51,516,2327,singles,283,11,2176,1691,18
118937,2,"1, -1","[14, 5]","[Alpaca, Acrylic]","-1, 1","-1, -1","[50, 50]","[228005, 228006]",plymouth-yarn,Plymouth Yarn,DK,FALSE,,Baby Alpaca Cherish,,plymouth-yarn-baby-alpaca-cherish,4.41,51,225,,87,11,214,221,1
4614,2,"1, 1","[9, 24]","[Silk, Merino]","-1, -1","-1, -1","[50, 50]","[6428, 6429]",louisa-harding,Louisa Harding,DK,FALSE,,Grace Silk & Wool,,louisa-harding-grace-silk--wool,4.39,948,4166,singles,283,11,3018,2995,29
89457,2,"1, 1","[9, 24]","[Silk, Merino]","-1, -1","-1, -1","[50, 50]","[178691, 178692]",northbound-knitting,Northbound Knitting,DK,FALSE,TRUE,Merino/Silk DK,FALSE,northbound-knitting-merino-silk-dk,4.83,52,251,,8283,11,182,136,1
120518,2,"-1, -1","[5, 2]","[Acrylic, Nylon]","1, 1","-1, -1","[50, 50]","[230742, 230743]",lion-brand,Lion Brand,DK,FALSE,TRUE,Modern Baby,,lion-brand-modern-baby,4.26,92,392,plied,99,11,445,468,6
100821,2,"-1, -1","[22, 1]","[Bamboo, Cotton]","-1, -1","1, 1","[50, 50]","[197420, 197421]",novita,Novita,DK,FALSE,TRUE,Bambu (new),,novita-bambu-new,3.83,41,157,,324,11,341,528,1
112678,2,"1, 1","[14, 9]","[Alpaca, Silk]","-1, -1","-1, -1","[50, 50]","[217361, 217362]",knit-picks,Knit Picks,DK,FALSE,,Diadem DK,,knit-picks-diadem-dk,4.04,80,323,Singles,96,11,548,263,16
97095,2,"1, -1","[24, 5]","[Merino, Acrylic]","-1, 1","-1, -1","[50, 50]","[191110, 191111]",john-lewis,John Lewis,DK,FALSE,TRUE,Heritage Merino Blend DK,FALSE,john-lewis-heritage-merino-blend-dk,4.03,32,129,Plied,12126,11,69,143,2
86460,2,"-1, -1","[12, 1]","[Linen, Cotton]","-1, -1","1, 1","[50, 50]","[173623, 173624]",rowan,Rowan,DK,FALSE,,Creative Linen,,rowan-creative-linen,4.19,491,2056,Plied,5,11,1751,1811,16
62195,2,"1, 1","[14, 9]","[Alpaca, Silk]","-1, -1","-1, -1","[50, 50]","[132604, 132605]",la-droguerie,La Droguerie,DK,FALSE,FALSE,Soyeuse,FALSE,la-droguerie-soyeuse,3.97,77,306,,333,11,216,289,3
78768,2,"1, 1","[24, 9]","[Merino, Silk]","-1, -1","-1, -1","[50, 50]","[160476, 160477]",lioness-arts,Lioness Arts,DK,FALSE,FALSE,Silky DK,FALSE,lioness-arts-silky-dk,4.88,59,288,,9947,11,220,171,3
98507,2,"1, 1","[9, 24]","[Silk, Merino]","-1, -1","-1, -1","[50, 50]","[193477, 193478]",dyeforyarn,DyeForYarn,DK,FALSE,FALSE,DK // Silk/Merino superwash,FALSE,dyeforyarn-dk----silk-merino-superwash,4.8,109,523,plied,8150,11,554,367,7
76690,2,"-1, -1","[1, 2]","[Cotton, Nylon]","-1, 1","1, -1","[50, 50]","[156904, 156905]",rico-design,Rico Design,DK,FALSE,TRUE,Creative Sport DK,FALSE,rico-design-creative-sport-dk,4.66,35,163,plied,3348,11,74,154,1
115412,2,"1, 1","[9, 24]","[Silk, Merino]","-1, -1","-1, -1","[50, 50]","[222004, 222005]",juniper-moon-farm,Juniper Moon Farm,DK,FALSE,FALSE,Findley DK,FALSE,juniper-moon-farm-findley-dk,4.58,105,481,,8214,11,381,318,4
8337,2,"1, 1","[3, 14]","[Wool, Alpaca]","-1, -1","-1, -1","[50, 50]","[9446, 9447]",green-mountain-spinnery,Green Mountain Spinnery,DK,FALSE,FALSE,Alpaca Elegance,FALSE,green-mountain-spinnery-alpaca-elegance,4.55,111,505,2 ply,224,11,374,370,4
38924,2,"-1, -1","[2, 5]","[Nylon, Acrylic]","1, 1","-1, -1","[50, 50]","[45886, 45887]",peter-pan,Peter Pan,DK,FALSE,TRUE,Cupcake,,peter-pan-cupcake,3.92,74,290,,3721,11,171,207,1
112620,2,"1, 1","[9, 3]","[Silk, Wool]","-1, -1","-1, -1","[50, 50]","[217270, 217271]",louisa-harding,Louisa Harding,DK,FALSE,FALSE,Grace Harmonies,FALSE,louisa-harding-grace-harmonies,4.37,43,188,,283,11,423,138,5
1406,2,"1, 1","[13, 24]","[Cashmere, Merino]","-1, -1","-1, -1","[50, 50]","[2370, 17881]",karabella-yarns,Karabella Yarns,DK,FALSE,FALSE,Boise,FALSE,karabella-yarns-boise,4.41,109,481,Plied,6,11,329,353,6
19213,2,"1, 1","[3, 10]","[Wool, Angora]","-1, -1","-1, -1","[50, 50]","[20540, 20541]",orkney-angora,Orkney Angora,DK,FALSE,,St Magnus D.K.,,orkney-angora-st-magnus-dk,4.68,236,1105,Plied,2564,11,753,805,10
87187,2,"1, -1","[24, 1]","[Merino, Cotton]","-1, -1","-1, 1","[50, 50]","[174863, 174864]",rowan,Rowan,DK,FALSE,FALSE,Summerspun,FALSE,rowan-summerspun,4.41,191,843,plied,5,11,732,708,7
124014,2,"1, 1","[9, 24]","[Silk, Merino]","-1, -1","-1, -1","[50, 50]","[236684, 236685]",madelinetosh,madelinetosh,DK,FALSE,FALSE,Silk | Merino ,,madelinetosh-silk--merino,4.65,89,414,plied,1342,11,445,233,4
1864,2,"1, -1","[7, 5]","[Mohair, Acrylic]","-1, 1","-1, -1","[50, 50]","[3102, 3103]",lane-cervinia,Lane Cervinia,DK,FALSE,FALSE,Softer,FALSE,lane-cervinia-softer,3.45,42,145,Plied,97,11,236,161,3
115160,2,"-1, 1","[1, 3]","[Cotton, Wool]","-1, -1","1, -1","[50, 50]","[221556, 221557]",debbie-bliss,Debbie Bliss,DK,FALSE,,Mia,,debbie-bliss-mia,4.35,63,274,plied,2,11,155,198,3
36390,2,"-1, -1","[1, 5]","[Cotton, Acrylic]","-1, 1","1, -1","[50, 50]","[42385, 42386]",rico-design,Rico Design,DK,FALSE,TRUE,Baby Cotton Soft DK,FALSE,rico-design-baby-cotton-soft-dk,4.25,157,668,Multi-stranded,3348,11,527,785,1
8238,2,"-1, -1","[5, 2]","[Acrylic, Nylon]","1, 1","-1, -1","[50, 50]","[61350, 61351]",lang-yarns,Lang Yarns,DK,FALSE,TRUE,Omega,FALSE,lang-yarns-omega,4.01,132,529,Plied,75,11,350,614,3
103418,2,"-1, -1","[1, 22]","[Cotton, Bamboo]","-1, -1","1, 1","[50, 50]","[201674, 201675]",universal-yarn,Universal Yarn,DK,FALSE,TRUE,Bamboo Pop,,universal-yarn-bamboo-pop,4.53,483,2187,plied,317,11,2189,2028,15
103197,2,"-1, 1","[1, 3]","[Cotton, Wool]","-1, -1","1, -1","[50, 50]","[201332, 201333]",lana-grossa,Lana Grossa,DK,FALSE,TRUE,Oro,TRUE,lana-grossa-oro,4.25,52,221,,28,11,160,217,1
84899,2,"1, -1","[24, 1]","[Merino, Cotton]","-1, -1","-1, 1","[50, 50]","[171023, 171024]",grignasco,Grignasco,DK,FALSE,FALSE,Springfield Vintage,FALSE,grignasco-springfield-vintage,4.55,66,300,Plied,613,11,176,204,2
111041,2,"-1, -1","[1, 5]","[Cotton, Acrylic]","-1, 1","1, -1","[50, 50]","[214543, 214544]",patons-australia,Patons Australia,DK,FALSE,TRUE,Cotton Blend 8 ply,,patons-australia-cotton-blend-8-ply,4.31,111,478,plied ,4403,11,609,713,4
74191,2,"-1, -1","[1, 5]","[Cotton, Acrylic]","-1, 1","1, -1","[50, 50]","[152630, 152631]",moda-vera,Moda Vera,DK,FALSE,,Beetle,,moda-vera-beetle,3.94,144,568,Plied,1231,11,700,1004,11
13842,2,"-1, 1","[1, 3]","[Cotton, Wool]","-1, -1","1, -1","[50, 50]","[14564, 14565]",elle,Elle,DK,FALSE,FALSE,Elite,FALSE,elle-elite,4.3,91,391,plied,441,11,478,423,5
4486,2,"1, -1","[3, 28]","[Wool, Tencel]","-1, -1","-1, 1","[50, 50]","[6318, 6319]",green-mountain-spinnery,Green Mountain Spinnery,DK,FALSE,,Sylvan Spirit,,green-mountain-spinnery-sylvan-spirit,4.31,160,690,,224,11,517,492,8
2332,2,"-1, -1","[5, 2]","[Acrylic, Nylon]","1, 1","-1, -1","[50, 50]","[3905, 3906]",plymouth-yarn,Plymouth Yarn,DK,FALSE,TRUE,Dreambaby DK Solids & Dots,,plymouth-yarn-dreambaby-dk-solids--dots,4.23,1345,5684,plied,87,11,4455,6875,20
110979,2,"-1, -1","[5, 2]","[Acrylic, Nylon]","1, 1","-1, -1","[50, 50]","[214437, 214438]",berroco,Berroco,DK,FALSE,TRUE,Comfort DK Print,FALSE,berroco-comfort-dk-print,4.39,66,290,plied,4,11,302,298,1
63585,2,"1, 1","[3, 14]","[Wool, Alpaca]","-1, -1","-1, -1","[50, 50]","[134972, 134973]",rauma,Rauma,DK,FALSE,FALSE,Mitu,FALSE,rauma-mitu,4.53,114,516,Plied,327,11,280,990,4
1634,2,"-1, -1","[5, 2]","[Acrylic, Nylon]","1, 1","-1, -1","[50, 50]","[2705, 2706]",plymouth-yarn,Plymouth Yarn,DK,FALSE,TRUE,Dreambaby DK Prints,,plymouth-yarn-dreambaby-dk-prints,4.22,323,1363,plied,87,11,703,1338,4
27828,2,"-1, -1","[12, 4]","[Linen, Rayon]","-1, 1","1, -1","[50, 50]","[31461, 31462]",isager-strik,Isager Strik,DK,FALSE,,Viscolin,,isager-strik-viscolin,3.84,94,361,,1063,11,223,411,1
23603,2,"1, 1","[14, 3]","[Alpaca, Wool]","-1, -1","-1, -1","[5, 95]","[26201, 26200]",patternworks,Patternworks,DK,FALSE,FALSE,Meredith Bay,FALSE,patternworks-meredith-bay,4,40,160,plied,3775,11,227,162,1
82937,2,"1, 1","[13, 24]","[Cashmere, Merino]","-1, -1","-1, -1","[5, 95]","[167651, 167652]",colourmart,ColourMart,DK,FALSE,,"Cashmere/Merino 2/6NM 5/95 ""Bulky Wool"" DK Weight",,colourmart-cashmere-merino-2-6nm-5-95-bulky-wool-dk-weight,4.58,53,243,,815,11,394,297,2
73823,2,"-1, -1","[5, 1]","[Acrylic, Cotton]","1, -1","-1, 1","[49, 51]","[152010, 152009]",sirdar,Sirdar,DK,FALSE,TRUE,Simply Recycled DK,FALSE,sirdar-simply-recycled-dk,4.07,159,647,smooth,14,11,488,700,7
5006,2,"1, 1","[24, 9]","[Merino, Silk]","-1, -1","-1, -1","[49, 51]","[6730, 6729]",malabrigo-yarn,Malabrigo Yarn,DK,FALSE,,Silky Merino,,malabrigo-yarn-silky-merino,4.65,5022,23356,Single,95,11,17886,20361,71
33602,2,"-1, 1","[5, 3]","[Acrylic, Wool]","1, -1","-1, -1","[49, 51]","[39008, 39007]",sirdar,Sirdar,DK,FALSE,TRUE,Escape DK,,sirdar-escape-dk,4.08,384,1567,plied,14,11,998,1589,15
15304,2,"-1, -1","[1, 4]","[Cotton, Rayon]","-1, 1","1, -1","[49, 51]","[16083, 25320]",colinette,Colinette,DK,FALSE,FALSE,Banyan,FALSE,colinette-banyan,4.23,117,495,smooth plied,72,11,508,399,8
1289,2,"-1, -1","[12, 1]","[Linen, Cotton]","-1, -1","1, 1","[48, 52]","[2162, 2161]",maggiknits,MaggiKnits,DK,FALSE,,Maggi's Linen,,maggiknits-maggis-linen,4.18,259,1082,Plied,78,11,1352,1001,4
47327,2,"-1, 1","[1, 24]","[Cotton, Merino]","-1, -1","1, -1","[48, 52]","[56968, 56967]",adriafil,Adriafil,DK,FALSE,,DUO PLUS Comfort,,adriafil-duo-plus-comfort,4.56,79,360,Smooth,83,11,207,257,1
24391,2,"-1, 1","[1, 24]","[Cotton, Merino]","-1, -1","1, -1","[48, 52]","[27231, 27158]",lana-grossa,Lana Grossa,DK,FALSE,TRUE,Mondo,FALSE,lana-grossa-mondo,4.48,98,439,Plied,28,11,257,368,2
110855,2,"-1, 1","[1, 3]","[Cotton, Wool]","-1, -1","1, -1","[48, 52]","[214234, 214235]",garnstudio,Garnstudio,DK,FALSE,TRUE,Drops Cotton Merino,,garnstudio-drops-cotton-merino,4.51,901,4062,,10430,11,3472,4932,28
19597,2,"-1, 1","[1, 24]","[Cotton, Merino]","-1, -1","1, -1","[48, 52]","[21019, 21020]",dale-garn,Dale Garn,DK,FALSE,TRUE,Lerke,FALSE,dale-of-norway-dalegarn-lerke,4.29,214,919,plied,1785,11,712,1547,9
71671,2,"-1, -1","[5, 1]","[Acrylic, Cotton]","1, -1","-1, 1","[48, 52]","[148426, 148425]",filatura-lanarota,Filatura Lanarota ,DK,FALSE,TRUE,Cool Cotton,FALSE,filatura-lanarota-cool-cotton,4.65,31,144,plied,530,11,159,162,3
99276,2,"-1, 1","[5, 24]","[Acrylic, Merino]","1, -1","-1, -1","[48, 52]","[194781, 194782]",katia,Katia,DK,FALSE,TRUE,Merino Classic,,katia-merino-classic,4.12,50,206,Plied,30,11,105,293,2
40970,2,"-1, -1","[22, 1]","[Bamboo, Cotton]","-1, -1","1, 1","[48, 52]","[48649, 48648]",lion-brand,Lion Brand,DK,FALSE,TRUE,LB Collection Cotton Bamboo,FALSE,lion-brand-lb-collection-cotton-bamboo,4.21,235,990,plied,99,11,613,900,8
12246,2,"-1, -1","[12, 1]","[Linen, Cotton]","-1, -1","1, 1","[47, 53]","[13015, 13014]",katia,Katia,DK,FALSE,TRUE,Linen,,katia-linen,4.06,224,910,Plied,30,11,598,816,6
2622,2,"-1, -1","[4, 1]","[Rayon, Cotton]","1, -1","-1, 1","[46, 54]","[4481, 4480]",ggh,GGH,DK,FALSE,FALSE,Mystik,FALSE,ggh-mystik,3.36,101,339,Plied,1,11,415,299,6
5859,2,"-1, -1","[1, 5]","[Cotton, Acrylic]","-1, 1","1, -1","[45, 55]","[7443, 7444]",kraemer-yarns,Kraemer Yarns,DK,FALSE,TRUE,Little Lehigh,,kraemer-yarns-little-lehigh,4.04,56,226,Plied,558,11,123,229,2
56839,2,"-1, -1","[5, 2]","[Acrylic, Nylon]","1, 1","-1, -1","[45, 55]","[70354, 70353]",sirdar,Sirdar,DK,FALSE,TRUE,Snuggly Crofter Baby Fair Isle Effect DK,,sirdar-snuggly-crofter-baby-fair-isle-effect-dk,4.38,773,3388,Plied,14,11,1734,3516,11
66189,2,"-1, -1","[5, 2]","[Acrylic, Nylon]","1, 1","-1, -1","[45, 55]","[139178, 139177]",euro-baby,Euro Baby,DK,FALSE,TRUE,Babe,FALSE,euro-baby-babe,3.99,148,590,Plied,9389,11,572,614,10
42623,2,"-1, -1","[5, 2]","[Acrylic, Nylon]","1, 1","-1, -1","[45, 55]","[50947, 50946]",sirdar,Sirdar,DK,FALSE,TRUE,Snuggly Kisses DK,FALSE,sirdar-snuggly-kisses-dk,4.32,270,1166,,14,11,479,996,4
10505,2,"-1, -1","[1, 5]","[Cotton, Acrylic]","-1, 1","1, -1","[45, 55]","[11445, 11446]",cabin-fever,Cabin Fever,DK,FALSE,TRUE,Cotton Tweed DK,FALSE,cabin-fever-cotton-tweed-dk,4.03,157,632,"plied, tweedy",1375,11,387,593,3
23747,2,"-1, -1","[22, 2]","[Bamboo, Nylon]","-1, 1","1, -1","[45, 55]","[26355, 26354]",knit-one-crochet-too,"Knit One, Crochet Too",DK,FALSE,TRUE,Babyboo,TRUE,knit-one-crochet-too-babyboo,4.34,268,1163,"plied, smooth",9,11,766,963,11
85661,2,"-1, -1","[5, 2]","[Acrylic, Nylon]","1, 1","-1, -1","[45, 55]","[172262, 172261]",cascade-yarns,Cascade Yarns,DK,FALSE,TRUE,Cherub DK Multis,,cascade-yarns-cherub-dk-multis,4.24,87,369,plied,19,11,330,366,4
104243,2,"-1, -1","[5, 1]","[Acrylic, Cotton]","1, -1","-1, 1","[45, 55]","[203045, 203044]",jarbo-garn,Järbo Garn,DK,FALSE,TRUE,Elise,FALSE,jarbo-garn-elise,4.46,56,250,,113,11,299,457,3
81541,2,"-1, -1","[5, 2]","[Acrylic, Nylon]","1, 1","-1, -1","[45, 55]","[165219, 165218]",cascade-yarns,Cascade Yarns,DK,FALSE,TRUE,Cherub DK,FALSE,cascade-yarns-cherub-dk,4.05,435,1760,smooth plied,19,11,2120,2207,20
