yarn_id,num_fibers,fiber_type,company_name,weight_name,machine_washable,yarn_name,permalink,rating_avg,pill_rank,split_rank
6476,1,"[Acrylic, Wool]",Phildar,Fingering,1,Lambswool,phildar-lambswool,4.01,0.638092392,0.676579928
6486,0,[Wool],Blackberry Ridge,Fingering,0,100% Wool Fingering Weight,blackberry-ridge-100-wool-fingering-weight,4.43,0.713894128,0.880124747
6487,0,[Merino],Prism,Lace,0,Lace Wool,prism-lace-wool,4.28,0.437651987,0.473966846
6499,1,"[Nylon, Cotton, Bamboo]",Crystal Palace Yarns,Fingering,1,Panda Cotton Solid,crystal-palace-yarns-panda-cotton-solid,4,0.480258899,0.778785148
6503,0,[Merino],white oak studio,Fingering,1,tvyarn sock,white-oak-studio-tvyarn-sock,4.25,0.762757831,0.888044622
6512,0,[Merino],Patons Australia,Fingering,1,Dreamtime 4 ply,patons-australia-dreamtime-4-ply,4.2,0.922090109,0.975450237
6515,1,"[Other, Cotton]",Cascade Yarns,DK,1,Fixation Spray Dyed/Effects,cascade-yarns-fixation-spray-dyed-effects,4.09,0.390147216,0.575914199
6516,0,[Merino],Karabella Yarns,Light Fingering,0,Lace Merino,karabella-yarns-lace-merino,4.41,0.56566782,0.618810869
6520,0,[Wool],Kerry Woollen Mills,Aran,,Aran Wool,kerry-woollen-mills-aran-wool,4.12,0.684932368,0.746898622
6555,0,[Merino],Filtes King,Aran,0,Extra,filtes-king-extra,4.24,0.780471772,0.787944596
6580,1,"[Plant fiber, Silk]",Handmaiden Fine Yarn,Fingering,,Sea Silk ,handmaiden-fine-yarn-sea-silk,4.68,0.471489912,0.542053413
6581,0,[Alpaca],Blue Sky Alpacas,Fingering,,Royal,blue-sky-alpacas-royal,4.78,0.619444286,0.682057637
6590,0,[Merino],Blue Moon Fiber Arts,Sport,1,Socks that Rock Mediumweight,blue-moon-fiber-arts-socks-that-rock-mediumweight,4.68,0.752866373,0.844154379
6605,0,[Merino],Sublime Yarns,DK,,Extra Fine Merino Wool DK,sublime-yarns-extra-fine-merino-wool-dk,4.54,0.805628155,0.836587251
6632,0,[Wool],Valley Yarns,Worsted,0,Northampton,valley-yarns-northampton,4.38,0.686012283,0.732893614
6638,0,[Soy],South West Trading Company,Worsted,0,Pure,south-west-trading-company-pure,3.82,0.327731633,0.503317037
6642,1,"[Alpaca, Wool]",Alpaca Ware,Fingering,0,Superfine Alpaca Yarn,alpaca-ware-superfine-alpaca-yarn,4.41,0.510673807,0.556818721
6657,1,"[Nylon, Bamboo, Merino]",Yarn Love,Fingering,1,Scarlett O'Hara,yarn-love-scarlett-ohara,4.39,0.326384106,0.448727324
6662,1,"[Wool, Silk]",Handmaiden Fine Yarn,Fingering,0,Mini Maiden,handmaiden-fine-yarn-mini-maiden,4.75,0.468255076,0.562135599
6664,0,[Alpaca],Sandnes Garn,DK,,Alpakka,sandnes-garn-alpakka,4.25,0.596608385,0.605524585
6673,0,[Alpaca],Rauma,Fingering,0,Inca Alpakka,rauma-inca-alpakka,4.21,0.695892066,0.767952629
6680,0,[Merino],Three Irish Girls,Aran,0,Lindon Merino,three-irish-girls-lindon-merino,4.5,0.408684827,0.378408015
6682,0,[Merino],Stonehedge Fiber Mill,Worsted,,Shepherd's Wool Worsted,stonehedge-fiber-mill-shepherds-wool-worsted,4.72,0.858208827,0.806019114
6684,1,"[Nylon, Merino]",Kraemer Yarns,Fingering,1,Jeannie,kraemer-yarns-jeannie,4.08,0.621080543,0.658405476
6686,0,[Cotton],ONline,Fingering,0,Linie 11 Alpha,online-linie-11-alpha,4.18,0.10227532,0.21911976
6701,0,[Cotton],Circulo Yarns,Thread,1,Clea,circulo-yarns-clea,4.3,0.417318044,0.798016356
6707,1,"[Metallic, Cotton]",J&P Coats,Thread,1,Metallic Knit-Cro-Sheen (Size 10) ,jp-coats-metallic-knit-cro-sheen-size-10,3.83,0.437006923,0.607333852
6747,1,"[Mohair, Metallic, Silk]",Artyarns,Aran,0,Silk Rhapsody Glitter,artyarns-silk-rhapsody-glitter,4.46,0.331566771,0.316613501
6763,1,"[Silk, Mohair]",Artyarns,Lace,0,Silk Mohair,artyarns-silk-mohair,4.58,0.353321695,0.412825458
6843,0,[Merino],Naturally,DK,0,Harmony 8 Ply,naturally-harmony-8-ply,4.48,0.704330412,0.79840711
6849,0,[Wool],Heirloom,Fingering,1,Baby Wool 4 ply,heirloom-baby-wool-4-ply,4.1,0.78416624,0.949748122
6867,0,[Wool],Isager Strik,Sport,,Højlandsgarn (Highland Wool),isager-strik-hjlandsgarn-highland-wool,4.56,0.669074191,0.830484834
6871,1,"[Nylon, Wool]",Four Seasons Gründl,Fingering,1,Hot Socks,four-seasons-grundl-hot-socks,3.9,0.675897598,0.729359542
6872,0,[Wool],Rauma,Fingering,0,2 ply Gammelserie,rauma-2-ply-gammelserie,4.4,0.738633176,0.866558621
6882,0,[Cotton],Italgamma Filati Fantasia,Aran,1,Carezza,italgamma-filati-fantasia-carezza,4.08,0.479238921,0.760886841
6891,1,"[Alpaca, Wool]",Valley Yarns,Bulky,,Berkshire Bulky,valley-yarns-berkshire-bulky,4.29,0.554414111,0.457210959
6910,0,[Merino],The Unique Sheep,DK,1,Super Wool DK,the-unique-sheep-super-wool-dk,4.74,0.805300376,0.888918751
6923,0,[Cotton],Patons UK,Fingering,1,100% Cotton 4 Ply,patons-uk-100-cotton-4-ply,4.31,0.5078167,0.838866818
6934,0,[Alpaca],Plymouth Yarn,DK,0,Baby Alpaca DK,plymouth-yarn-baby-alpaca-dk,4.54,0.49438446,0.352830975
6967,1,"[Nylon, Acrylic]",Dark Horse Yarns,Aran,1,Fantasy,dark-horse-yarns-fantasy,3.96,0.580557903,0.777330223
6974,0,[Merino],Sunshine Yarns,Worsted,1,Merino Worsted,sunshine-yarns-merino-worsted,4.82,0.619071896,0.618058382
6994,1,"[Hemp, Cashmere, Cotton]",Hemp for Knitting,DK,0,Cashmere Canapa,hemp-for-knitting-cashmere-canapa,4.04,0.377763663,0.49929926
7009,1,"[Acrylic, Cotton]",Filtes King,Aran,0,Kim,filtes-king-kim,3.7,0.114306856,0.105411813
7016,0,[Wool],Lana Gatto,Fingering,1,Mignon,lana-gatto-mignon,4.36,0.743461695,0.944302038
7022,0,[Wool],Cascade Yarns,Super Bulky,,Lana Grande,cascade-yarns-lana-grande,4.31,0.634338356,0.694196298
7023,1,"[Nylon, Wool]",Brown Sheep,Fingering,1,Wildfoote Luxury Sock,brown-sheep-wildfoote-luxury-sock,3.85,0.457168538,0.560750155
7037,0,[Cotton],DMC Creative World,Thread,1,Baroque Crochet Cotton size 10,dmc-baroque-crochet-cotton-size-10,4.18,0.151981056,0.341447877
7047,1,"[Cashmere, Camel, Silk, Alpaca]",The Fibre Company,Aran,,Road to China,the-fibre-company-road-to-china,4.8,0.641970139,0.71945184
7050,1,"[Alpaca, Acrylic, Wool]",Patons Australia,Bulky,,Inca,patons-australia-inca,3.98,0.519669371,0.380165419
7055,0,[Cotton],Lang Yarns,Worsted,1,Tissa 3/3 Solids,lang-yarns-tissa-3-3-solids,4.26,0.404524378,0.658583052
7086,1,"[Mohair, Wool]",Brown Sheep,Super Bulky,,Lamb's Pride Bulky ,brown-sheep-lambs-pride-bulky,4.3,0.470511316,0.429723062
7088,0,[Mohair],Wagtail Yarns,Sport,,100% Fine Kid Mohair 4Ply,wagtail-yarns-100-fine-kid-mohair-4ply,4.48,0.587404824,0.686469905
7132,0,[Merino],Lang Yarns,Sport,1,Merino 150,lang-yarns-merino-150,4.49,0.684425283,0.801554397
7144,0,[Merino],Gypsy Girl Creations,Fingering,0,Fingering Weight,gypsy-girl-creations-fingering-weight,4.28,0.758583258,0.853738926
7150,0,[Wool],Handpaintedyarn.com,Bulky,0,Colonia 140,handpaintedyarncom-colonia-140,4.32,0.496125002,0.46620415
7161,0,[Merino],Cygnet,DK,1,Superwash DK,cygnet-superwash-dk,4.13,0.871796049,0.908136372
7200,1,"[Nylon, Wool]",Heirloom,Fingering,0,Jigsaw,heirloom-jigsaw,3.79,0.757422688,0.556796913
7203,1,"[Silk, Bamboo, Wool]",South West Trading Company,DK,0,Yin,south-west-trading-company-yin,4.18,0.43100465,0.343207164
7204,1,"[Bamboo, Silk, Wool]",South West Trading Company,Aran,0,Yang,south-west-trading-company-yang,4.09,0.204661453,0.18068465
7205,1,"[Nylon, Merino]",Knit Picks,Fingering,1,Bare Stroll Fingering Sock ,knit-picks-bare-stroll-fingering-sock,4.39,0.76019659,0.678985499
7220,0,[Alpaca],Eki Riva,Fingering,,Supreme/Superbaby,eki-riva-supreme-superbaby,4.61,0.695864108,0.76792002
7222,0,[Wool],Twilleys of Stamford,Super Bulky,0,Freedom 100% Wool,twilleys-of-stamford-freedom-100-wool,4.23,0.557284658,0.509786949
7233,0,[Merino],Scarlet Fleece,DK,1,Painted Merino,scarlet-fleece-painted-merino,4.61,0.805294954,0.888909131
7255,0,[Merino],Fiesta Yarns,Aran,1,Boomerang,fiesta-yarns-boomerang,4.62,0.629394327,0.63258668
7263,1,"[Nylon, Wool]",Sandnes Garn,DK,1,Perfect,sandnes-garn-perfect,4.02,0.442644663,0.477649384
7269,1,"[Bamboo, Merino, Alpaca]",Blue Sky Alpacas,DK,,Brushed Suri,blue-sky-alpacas-brushed-suri,4.46,0.478748196,0.473786461
7270,0,[Polyester],King Cole,Bulky,1,Sprinkles,king-cole-sprinkles,3.52,0.215546876,0.290124435
7283,0,[Wool],Bendigo Woollen Mills,Sport,1,Classic 5 Ply,bendigo-woollen-mills-classic-5-ply,4.1,0.552213266,0.666137946
7308,1,"[Silk, Merino]",Fyberspates,Worsted,,Scrumptious DK,fyberspates-scrumptious-dk,4.4,0.490362977,0.511904843
7312,0,[Wool],teetee,Light Fingering,0,Kamena,teetee-kamena,3.87,0.656017011,0.73794723
7314,0,[Merino],Cherry Tree Hill Yarn,DK,1,Supersock DK,cherry-tree-hill-supersock-dk,4.28,0.781454914,0.902842281
7322,1,"[Acrylic, Cotton]",Monoprix,Aran,0,Cotonina ,monoprix-cotonina,3.49,0.125187574,0.130265307
7338,1,"[Alpaca, Merino]",Rooster,DK,0,Almerino DK,rooster-almerino-dk,4.55,0.531564373,0.513296352
7345,1,"[Nylon, Mohair]",Bollicine,Light Fingering,0,Sissi,bollicine-sissi,4.14,0.244138686,0.144825782
7355,0,[Merino],Dark Horse Yarns,Aran,0,Rhapsody,dark-horse-yarns-rhapsody,4.33,0.558577799,0.495858074
7372,0,[Merino],Fancy Image Yarn,DK,1,Merino Wool DK,fancy-image-yarn-merino-wool-dk,4.71,0.805318186,0.888942158
7394,1,"[Mohair, Wool]",Green Mountain Spinnery,Aran,0,Green Mountain Green,green-mountain-spinnery-green-mountain-green,4.87,0.64997064,0.724826219
7403,0,[Wool],Briggs & Little,Sport,,Sport,briggs--little-sport,4.14,0.463367708,0.549048762
7406,1,"[Nylon, Wool]",Schoppel-Wolle,Fingering,1,Admiral 4 fach / 4 ply,schoppel-wolle-admiral-4-fach---4-ply,4.28,0.746237878,0.707123033
7407,1,"[Plant fiber, Wool, Silk]",Handmaiden Fine Yarn,Worsted,0,Great Big Sea,handmaiden-fine-yarn-great-big-sea,4.78,0.403685356,0.468010653
7429,0,[Cotton],Zettl,Aran,1,Colorado,zettl-colorado,3.91,0.469765677,0.737952688
7445,1,"[Nylon, Merino]",Yarn Love,Fingering,1,Juliet,yarn-love-juliet,4.38,0.517347106,0.511549123
7446,1,"[Wool, Acrylic]",King Cole,Aran,0,Fashion Aran,king-cole-fashion-aran,3.97,0.399146357,0.365569791
7447,0,[Cotton],Zitron,DK,0,Samoa,zitron-samoa,4.15,0.285339811,0.580321541
7457,0,[Merino],Grignasco,Fingering,,Bambi,grignasco-bambi,4.36,0.934143869,0.816578149
7503,0,[Silk],Colinette,DK,0,Tao,colinette-tao,4.52,0.547749439,0.472954341
7517,1,"[Nylon, Wool]",Lane Cervinia,Fingering,1,Forever Jacquard,lane-cervinia-forever-jacquard,3.8,0.641307872,0.823718511
7568,1,"[Nylon, Wool, Angora]",Fleece Artist,DK,0,Peter Rabbit,fleece-artist-peter-rabbit,4.49,0.537033594,0.546504564
7584,1,"[Nylon, Wool]",Scarlet Fleece,Fingering,1,It's Tubular x2,scarlet-fleece-its-tubular-x2,4.32,0.484352912,0.502930973
7608,0,[Wool],Ashford,Worsted,,Tekapo 8 ply,ashford-tekapo-8-ply,4.01,0.695616374,0.790937022
7624,0,[Merino],Jojoland,Cobweb,0,Harmony,jojoland-harmony,4.06,0.440063858,0.455498451
7650,0,[Wool],Mountain Colors,DK,0,Weaver's Wool Quarters,mountain-colors-weavers-wool-quarters,4.56,0.715876882,0.798030199
7707,1,"[Linen, Silk]",Handmaiden Fine Yarn,Sport,,Flaxen,handmaiden-fine-yarn-flaxen,4.62,0.399971914,0.449575002
7730,1,"[Alpaca, Wool]",Berroco,Sport,0,Ultra Alpaca Light,berroco-ultra-alpaca-light,4.53,0.483428742,0.448076926
7802,1,"[Cashmere, Merino]",Punta Yarns,Fingering,0,Mericash Fingering Solid,punta-yarns-mericash-fingering-solid,4.52,0.583651719,0.607342096
7854,1,"[Bamboo, Cotton]",Valley Yarns,Worsted,0,Southwick,valley-yarns-southwick,4.02,0.274847768,0.467449024
7855,0,[Merino],Oceanwind Knits,Fingering,1,Sock Merino 50g,oceanwind-knits-sock-merino-50g,4.5,0.831002843,0.950253515
7862,0,[Wool],Ístex,Bulky,,Álafosslopi,istex-alafosslopi,4.29,0.807649818,0.788490279
7880,0,[Merino],Diamond,DK,1,Luxury Collection Fine Merino Superwash DK,diamond-luxury-collection-fine-merino-superwash-dk,4.35,0.767158921,0.92296495
7886,0,[Merino],Lana Gatto,Worsted,,Super Soft,lana-gatto-super-soft,4.45,0.708313008,0.75359396
7916,0,[Wool],Jamieson's,Fingering,,Shetland Spindrift,jamiesons-shetland-spindrift,4.54,0.737832611,0.910956697
7925,0,[Angora],Galler Yarns,Worsted,0,Belangor(TM),galler-yarns-belangortm,4.63,0.51423768,0.528753189
7927,1,"[Acrylic, Cotton]",Scheepjes,DK,1,SoftFun,scheepjes-softfun,4.3,0.47716049,0.700171218
7932,0,[Alpaca],InterAmerica Group,Worsted,0,Lavish Alpaca Light Worsted,interamerica-group-lavish-alpaca-light-worsted,4.29,0.670256944,0.686523023
7955,0,[Wool],Fleece Artist,Bulky,0,Big Blue,fleece-artist-big-blue,4.79,0.641798204,0.703655198
7985,1,"[Cashmere, Nylon, Rayon]",Noro,Lace,0,Cashmere Flavor,noro-cashmere-flavor,4.01,0.45002268,0.422230051
7994,1,"[Silk, Wool]",Wetterhoff ,Lace,0,Silvia,wetterhoff-silvia,4.54,0.654186133,0.721288452
8022,0,[Wool],Per Tryving,Sport,,pt2,per-tryving-pt2,4.22,0.618916809,0.738218044
8023,0,[Cotton],DMC Creative World,Thread,,Coton Perle  8,dmc-coton-perle-8,4.48,0.25359818,0.373600405
8047,0,[Bamboo],Ornaghi Filati ,Fingering,0,Bamboo,ornaghi-filati-bamboo,4.17,0.398592626,0.505008264
8053,0,[Merino],madelinetosh,Fingering,1,Tosh Sock,madelinetosh-tosh-sock,4.7,0.60565855,0.647441777
8062,0,[Cotton],DMC Creative World,Thread,1,Traditions Crochet Cotton,dmc-traditions-crochet-cotton,4.19,0.159756265,0.352807523
8076,1,"[Silk, Mohair]",Lang Yarns,Lace,,Mohair Luxe,lang-yarns-mohair-luxe,4.56,0.525585529,0.586773894
8095,0,[Silk],ColourMart,Lace,,Silk 2/28NM Lace Weight,colourmart-silk-2-28nm-lace-weight,4.55,0.532730253,0.574556236
8098,0,[Merino],fonty,Fingering,1,BB Mérinos,fonty-bb-merinos,4.41,0.831027761,0.950341392
8100,0,[Alpaca],fonty,Sport,,Alpaga,fonty-alpaga,4.07,0.643068905,0.703670255
8112,0,[Merino],Hill Country Yarns,Sport,1,Instant Gratification Sock Yarn,hill-country-yarns-instant-gratification-sock-yarn,4.12,0.802475069,0.892740393
8113,0,[Merino],James C. Brett,DK,1,Pure Merino,james-c-brett-pure-merino,4.35,0.791235973,0.92651063
8118,0,[Rayon],Mango Moon,Aran,0,Bali Sky,mango-moon-bali-sky,3.85,0.366062913,0.469834914
8125,0,[Wool],Cottage Craft,Worsted,0,2 ply Wool,cottage-craft-2-ply-wool,4.24,0.655384026,0.750024913
8134,0,[Cotton],The Sassy Skein,DK,1,Key West Karibbean Kotton (DK),the-sassy-skein-key-west-karibbean-kotton-dk,4.29,0.452778453,0.869202142
8137,0,[Merino],Heirloom,DK,1,Easy Care 8 ply,heirloom-easy-care-8-ply,3.97,0.732183678,0.657975206
8141,0,[Wool],Knit Picks,Bulky,,Bare - Peruvian Highland Wool Bulky,knit-picks-bare---peruvian-highland-wool-bulky,4.35,0.647381023,0.689596204
8153,0,[Merino],Treliske,DK,0,Organic Merino 8ply,treliske-organic-merino-8ply,4.83,0.912000093,0.754954028
8165,0,[Wool],Alice Starmore,Sport,,Scottish Fleet,alice-starmore-scottish-fleet,4.24,0.621324979,0.78042042
8177,0,[Wool],Hjertegarn,Bulky,,Natur Uld,hjertegarn-natur-uld,4.07,0.480566361,0.471449493
8208,0,[Merino],Briar Rose Fibers,Sport,,Fourth of July,briar-rose-fibers-fourth-of-july,4.81,0.653665614,0.753797596
8213,0,[Wool],Marr Haven,Aran,0,Organic Mule Spun Worsted,marr-haven-organic-mule-spun-worsted,4.73,0.74149126,0.802296387
8215,0,[Wool],JaggerSpun,Sport,,Heather 3/8,jaggerspun-heather-3-8,4.32,0.626265431,0.770119991
8238,1,"[Acrylic, Nylon]",Lang Yarns,DK,1,Omega,lang-yarns-omega,4.01,0.439076803,0.621536945
8240,0,[Wool],Cabin Fever,Bulky,0,Northern Lights,cabin-fever-northern-lights,3.48,0.444079233,0.459409554
8252,0,[Wool],Bendigo Woollen Mills,DK,1,Classic 8 Ply,bendigo-woollen-mills-classic-8-ply,4.21,0.601829,0.643596274
8272,1,"[Cashmere, Silk, Merino]",Lana Gatto,DK,,Feeling,lana-gatto-feeling,4.57,0.610634275,0.693736027
8294,0,[Alpaca],Du Store Alpakka,DK,0,Mirasol,du-store-alpakka-mirasol,4.44,0.611267876,0.646213321
8337,1,"[Wool, Alpaca]",Green Mountain Spinnery,DK,0,Alpaca Elegance,green-mountain-spinnery-alpaca-elegance,4.55,0.701944933,0.801813677
8349,0,[Alpaca],Adriafil,Sport,,Sierra Andina ,adriafil-sierra-andina,4.47,0.569569063,0.60911214
8353,1,"[Nylon, Wool]",Country Classic,Aran,0,Yarn for Sox,country-classic-yarn-for-sox,3.68,0.515782635,0.49565167
8387,0,[Cotton],Katia,Sport,0,Capri,katia-capri,4.42,0.28788977,0.430499298
8399,1,"[Merino, Tencel]",The Unique Sheep,Fingering,0,Tinsel Toes,the-unique-sheep-tinsel-toes,4.59,0.727300178,0.727256445
8457,0,[Merino],Laines du Nord,Aran,1,Dolly Maxi,laines-du-nord-dolly-maxi,4.08,0.813865607,0.917543845
8465,0,[Wool],Isager Strik,Lace,,Spinni (Wool 1),isager-strik-spinni-wool-1,4.47,0.418788728,0.484948781
8473,0,[Merino],Sunnyside Ellen,Fingering,1,Superwash Merino 430,sunnyside-ellen-superwash-merino-430,4.67,0.581149694,0.624428401
8498,0,[Merino],Chameleon Colorworks,Sport,1,Evolution™,chameleon-colorworks-evolutiontm,4.13,0.788220346,0.914593925
8503,1,"[Nylon, Wool]",Lana Grossa,Sport,1,Meilenweit 6-fach Special,lana-grossa-meilenweit-6-fach-special,4.22,0.782771691,0.601853534
8557,0,[Merino],Heirloom,DK,1,Merino Magic 8ply,heirloom-merino-magic-8ply,4.1,0.805024622,0.888584737
8559,0,[Cotton],Bendigo Woollen Mills,DK,0,Cotton 8 Ply,bendigo-woollen-mills-cotton-8-ply,4.45,0.340908552,0.573901577
8562,1,"[Nylon, Mohair]",Handmaiden Fine Yarn,Lace,0,Angel Hair,handmaiden-fine-yarn-angel-hair,4.34,0.439136937,0.401865417
8584,1,"[Nylon, Wool]",Woolcraft,Fingering,1,Superwash Sock,woolcraft-superwash-sock,3.97,0.675897803,0.729358172
8593,1,"[Nylon, Wool]",Uschi Wolle,Fingering,0,Strumpfwolle Universal,uschi-wolle-strumpfwolle-universal,3.59,0.585622232,0.546577414
8627,0,[Wool],Filcolana,Light Fingering,0,New Zealand Lammeuld  ,filcolana-new-zealand-lammeuld,4.27,0.600537698,0.712735954
8647,0,[Wool],JaggerSpun,Fingering,,Maine Line 2/8,jaggerspun-maine-line-2-8,4.42,0.716871288,0.876006906
8656,1,"[Nylon, Acrylic]",Baby Bee,DK,1,Sweet Delight Baby,baby-bee-sweet-delight-baby,4,0.519237171,0.793464925
8680,1,"[Merino, Mohair]",Touch Yarns,Lace,,Hand Painted Mohair Merino 2 ply,touch-yarns-hand-painted-mohair-merino-2-ply,4.44,0.629849065,0.682691804
8738,1,"[Wool, Mohair]",Farmhouse Yarns,Aran,0,Roxanne's Mohair,farmhouse-yarns-roxannes-mohair,3.82,0.532769817,0.559277286
8766,1,"[Cotton, Linen]",Karen Noe Design,Sport,1,Linea,karen-noe-design-linea,4.38,0.428673013,0.724523443
8773,1,"[Linen, Cotton, Rayon]",Wolle Rödel,Aran,1,Borkum,wolle-rdel-borkum,3.82,0.170924322,0.453426481
8799,0,[Polyester],Stylecraft,DK,1,Eskimo DK,stylecraft-eskimo-dk,3.71,0.297605137,0.453501328
8809,0,[Wool],Bemidji Woolen Mills,Worsted,0,Original Homespun,bemidji-woolen-mills-original-homespun,4.52,0.813895341,0.789389048
8810,0,[Wool],Knit Picks,Fingering,,Bare Palette Fingering ,knit-picks-bare-palette-fingering,4.04,0.660007338,0.775959563
8821,0,[Merino],Kraemer Yarns,Worsted,1,Summit Hill - Discontinued,kraemer-yarns-summit-hill---discontinued,4.31,0.823916556,0.811290425
8835,0,[Nylon],Omega,Light Fingering,1,Hilo Nylon No. 18 (La Espiga),omega-hilo-nylon-no-18-la-espiga,3.96,0.303497971,0.385913284
8881,0,[Wool],Løve Garn,Super Bulky,1,Cosy Wool,lve-garn-cosy-wool,3.89,0.527921949,0.588855366
8900,1,"[Nylon, Merino]",Zen Yarn Garden,Fingering,1,Squooshy (Merino/Nylon),zen-yarn-garden-squooshy-merino-nylon,4.59,0.694692398,0.729362497
8923,0,[Cotton],Aunt Lydia's,Thread,1,Fashion Crochet (Size 3),aunt-lydias-fashion-crochet-size-3,4.36,0.364728491,0.592468348
8942,1,"[Wool, Acrylic]",Phildar,Worsted,1,Quiétude,phildar-quietude,3.41,0.692789581,0.874166509
8951,0,[Merino],Twisted Fiber Art,Light Fingering,1,Arial Striping,twisted-fiber-art-arial-striping,4.49,0.63384764,0.689154807
8976,1,"[Wool, Cotton, Acrylic]",Sirdar,Aran,1,Denim Sport Aran,sirdar-denim-sport-aran,4.1,0.434841681,0.419380771
8983,1,"[Cotton, Acrylic]",Kraemer Yarns,Aran,1,Tatamy Tweed Worsted,kraemer-yarns-tatamy-tweed-worsted,4.18,0.424573696,0.760837851
9003,0,[Wool],Black Water Abbey,Worsted,,2 Ply Worsted,black-water-abbey-2-ply-worsted,4.28,0.748977929,0.820257099
9028,0,[Merino],Farmhouse Yarns,Aran,0,Andy's Merino,farmhouse-yarns-andys-merino,4.39,0.594098168,0.488409359
9101,0,[Alpaca],Alpaca Select,DK,,100% Alpaca DK,alpaca-select-100-alpaca-dk,4.23,0.611227235,0.646150757
9113,1,"[Nylon, Wool]",Lorna's Laces,Fingering,1,Shepherd Sock Solid,lornas-laces-shepherd-sock-solid,4.55,0.639327454,0.691496096
9133,0,[Alpaca],Misti Alpaca,Worsted,0,Hand Paint Worsted,misti-international-hand-paint-worsted,4.7,0.552460775,0.550240787
9143,0,[Merino],Lorna's Laces,Aran,1,Shepherd Worsted Solid,lornas-laces-shepherd-worsted-solid,4.57,0.796646398,0.820003815
9154,1,"[Other, Nylon, Wool]",Lana Grossa,Light Fingering,1,Meilenweit Mega Boots Stretch Softcolor,lana-grossa-meilenweit-mega-boots-stretch-softcolor,4.06,0.422920541,0.524812994
9186,0,[Merino],Isager Strik,Fingering,,Tvinni (Wool 2),isager-strik-tvinni-wool-2,4.49,0.696152622,0.811361924
9214,1,"[Nylon, Acrylic, Wool]",Patons UK,DK,1,Diploma Gold DK,patons-uk-diploma-gold-dk,3.86,0.502438426,0.772077493
9239,0,[Cotton],Elle,DK,0,True Blue,elle-true-blue,3.86,0.351307219,0.239357171
9254,1,"[Other, Merino]",The Wool Company,DK,,Utiku Possum Merino 8 ply,the-wool-company-utiku-possum-merino-8-ply,4.59,0.517192558,0.478670726
9292,0,[Wool],Heirloom,Sport,1,Easy Care 5 ply,heirloom-easy-care-5-ply,3.84,0.773895451,0.904143655
9305,0,[Alpaca],Inti Alpaca,DK,,Alpaca Soft,inti-alpaca-alpaca-soft,4.44,0.673094901,0.699358029
9307,1,"[Wool, Acrylic]",Ironstone,Bulky,,Colorchanges Wool Acrylic,ironstone-colorchanges-wool-acrylic,4.13,0.624446103,0.646815214
9310,0,[Silk],Fiesta Yarns,DK,0,La Luz Multi,fiesta-yarns-la-luz-multi,4.42,0.383924032,0.398259531
9334,1,"[Silk, Merino]",Design.club.dk,Light Fingering,0,Duo Silke/Merino,designclubdk-duo-silke-merino,4.67,0.849571782,0.728438599
9342,0,[Merino],Neighborhood Fiber Co.,Fingering,1,Studio Sock,neighborhood-fiber-co-studio-sock,4.62,0.622461375,0.718163411
9347,1,"[Mohair, Silk, Metallic]",Artyarns,Lace,0,Silk Mohair Glitter,artyarns-silk-mohair-glitter,4.5,0.480276285,0.53638443
9356,0,[Merino],J. Knits,Fingering,1,Superwash Me - Light Sock,j-knits-superwash-me---light-sock,4.28,0.644633858,0.69939028
9360,0,[Wool],Lorna's Laces,Sport,1,Shepherd Sport Solid,lornas-laces-shepherd-sport-solid,4.6,0.701938371,0.808892291
9492,1,"[Camel, Silk]",Handmaiden Fine Yarn,Fingering,,Camelspin,handmaiden-fine-yarn-camelspin,4.84,0.716997359,0.809887457
9531,0,[Wool],Handpaintedyarn.com,DK,0,Double Knit,handpaintedyarncom-double-knit,4.14,0.71580885,0.797929504
9543,1,"[Wool, Acrylic, Alpaca]",The Alpaca Yarn Co.,Super Bulky,0,Snuggle Solids,the-alpaca-yarn-co-snuggle-solids,4.05,0.591294844,0.620102736
9550,0,[Wool],Texere Yarns,Aran,,Troon Tweed,texere-yarns-troon-tweed,4.02,0.478257009,0.497988078
9629,0,[Wool],Philosopher's Wool,Bulky,0,3-Ply,philosophers-wool-3-ply,4.12,0.707265441,0.763644289
9642,0,[Wool],Moscow Yarn Company,Cobweb,,Lidiya Wool (Лидия),moscow-yarn-company-lidiya-wool-,4.34,0.599268254,0.711557968
9669,0,[Wool],Wensleydale Longwool Sheepshop,Fingering,0,4 ply ,wensleydale-longwool-sheepshop-4-ply,4.1,0.730402451,0.898581946
9670,0,[Wool],Wensleydale Longwool Sheepshop,DK,0,DK,wensleydale-longwool-sheepshop-dk,4.46,0.683807521,0.793283104
9671,0,[Wool],Wensleydale Longwool Sheepshop,Aran,0,Aran,wensleydale-longwool-sheepshop-aran,4.47,0.718647451,0.798032723
9730,0,[Merino],flydesigns,Sport,1,Monarch,flydesigns-monarch,4.45,0.743948344,0.860351535
9802,0,[Cashmere],Hunt Valley Cashmere,Sport,0,4 Ply Sport,hunt-valley-cashmere-4-ply-sport,4.77,0.586537748,0.669397027
9816,1,"[Angora, Alpaca, Merino]",Jamie Harmon,Aran,,Merino Angora Alpaca 2 ply,jamie-harmon-merino-angora-alpaca-2-ply,4.88,0.597780804,0.649899587
9848,1,"[Cotton, Acrylic]",Trysil Garn,DK,1,Tuva Helårsgarn,trysil-garn-tuva-helrsgarn,3.88,0.256405877,0.569964938
