yarn_id,num_fibers,animal_fiber_list,fiber_type_id_list,fiber_type_name_list,synthetic_list,vegetable_list,fiber_pct_list,fiber_id_list,company_permalink,company_name,weight_name,weight_knit_gauge,weight_ply,weight_wpi,discontinued,grams,machine_washable,yarn_name,yarn_notes,organic,permalink,rating_avg,rating_ct,rating_tot,texture,wpi,yardage,gauge_divisor,max_gauge,min_gauge,company_id,weight_id,common_price,num_stashes,num_projects,num_comments,last_updated
42551,1,[True],[14],[Alpaca],[False],[False],[100],[50862],cascade-yarns,Cascade Yarns,Lace,32-34,2,,FALSE,50,,Alpaca Lace,<p>Care instructions: Hand wash and lay flat to dry.</p>,,cascade-yarns-alpaca-lace,4.47,1081,4831,Plied,,437,4,,28,19,7,,6630,4696,18,"Page created: January 30, 2009Last updated: December 17, 2015…"
86881,1,[True],[3],[Wool],[False],[False],[100],[174358],j-c-rennie,J C Rennie,Fingering,28,4,14,FALSE,50,,Supersoft Lambswool 4 Ply,"<p>100% Lambswool. Sold in skeins, not coned in the grease yarn. This is the same yarn as the <a href=""http://www.ravelry.com/yarns/library/j-c-rennie-supersoft-lambswool-2-113-nm"">Lambswool 2.11.3 nm</a>, but that yarn is sold on cones, still in the grease.</p>

<p>FROM THE WEBSITE:</p>

<p>The Original Supersoft Lambswool, 2/11.3Nm. 96 Shades. <br />“Supersoft” is synonymous with the Rennie “Lambswool” quality. The name Supersoft was invented by Rennie to describe their new Lambswool quality which was added to supplement their Unique Shetland yarn in the late 70’s/early 80’s. The word “Supersoft” is now used by just about every mill in the world. Ideal for both knitting and weaving, Supersoft is available on the cone (greasy) and as 50g hand knitting balls.</p>

<p>Note: this comes in different size putups - mark in your stash what quantity you have.</p>

<p>Commonly sold in 25g put-ups with 153yds/140m, 50g put-ups with 306yds/280m, also sold in 500g and 900g cones.</p>

<p><strong>Care Instructions:</strong> <br />Hand wash.</p>",,j-c-rennie-supersoft-lambswool-4-ply,4.6,58,267,Plied,,306,4,,28,6495,5,,323,313,6,"Page created: January 23, 2012Last updated: July 29, 2015…"
42000,1,[False],[19],[Plant fiber],[False],[True],[100],[50227],araucania,Araucania,DK,22,8,11,FALSE,100,FALSE,Ruca Multy,<p>Fiber: 100% Sugar Cane</p>,FALSE,araucania-ruca-multy,4.21,729,3072,plied,,263,4,,22,41,11,,2652,2413,43,"Page created: January 21, 2009Last updated: March 20, 2016…"
11418,3,"[False, True, True]","[2, 14, 3]","[Nylon, Alpaca, Wool]","[True, False, False]","[False, False, False]","[15, 20, 65]","[12252, 12254, 12253]",the-alpaca-yarn-co,The Alpaca Yarn Co.,Fingering,28,4,14,FALSE,100,TRUE,Paca-Peds,"<p>65% Superwash Wool, 20% Alpaca, 15% Nylon</p>

<p>Also available as HT, with a solid colored companion yarn for the heels and the toes.</p>",FALSE,the-alpaca-yarn-co-paca-peds,4.23,281,1188,Plied ,,360,4,,28,55,5,,1257,932,9,"Page created: July  7, 2007Last updated: March 29, 2012…"
51512,2,"[False, True]","[2, 24]","[Nylon, Merino]","[True, False]","[False, False]","[25, 75]","[62798, 62797]",wandering-cat-yarns,Wandering Cat Yarns,Fingering,28,4,14,FALSE,100,TRUE,Alley Cat Sock,<p>new yardage is 460yds same base</p>,FALSE,wandering-cat-yarns-alley-cat-sock,4.88,25,122,,,460,4,32,28,7137,5,,225,189,3,"Page created: August 18, 2009Last updated: September 26, 2012…"
86397,1,[True],[3],[Wool],[False],[False],[100],[174773],ancient-arts-fibre-crafts,Ancient Arts Fibre Crafts,Fingering,28,4,14,FALSE,100,,100% Superwash BFL Wool 4 Ply Fingering/Sock,"<p>100% Superwash Bluefaced Leicester Wool 4 Ply Fingering / Sock.</p>

<p>This wonderful, premium quality fingering weight yarn is durable but very soft. With lots of yardage, one skein creates a great pair of socks, mitts or gloves, a fabulous shawl, or a small sweater!</p>

<p>Over 125 colours to choose from including the Meow and Woof Yarn collection!</p>",,ancient-arts-fibre-crafts-100-superwash-bfl-wool-4-ply-fingering-sock,4.55,141,641,plied,,437,1,,8,10995,5,,1033,604,4,"Page created: January 12, 2012Last updated: September 30, 2015…"
51129,3,"[False, False, True]","[2, 22, 24]","[Nylon, Bamboo, Merino]","[True, False, False]","[False, True, False]","[25, 25, 50]","[62227, 62228, 62229]",online,ONline,Light Fingering,32,3,,FALSE,100,TRUE,Supersocke 100 Emotion II-Color,"<p>50% Superwash Merino Wool, 25% Bamboo, 25% Nylon.</p>

<p><strong>Additional Gauge Information:</strong> <br />30 sts and 42 rows = 4 inches (10 cm)</p>",FALSE,online-supersocke-100-emotion-ii-color,4.29,42,180,Plied,,459,4,,30,534,13,,126,147,2,"Page created: August  7, 2009Last updated: March 20, 2011…"
64627,2,"[False, True]","[5, 3]","[Acrylic, Wool]","[True, False]","[False, False]","[45, 55]","[136625, 136624]",lang-yarns,Lang Yarns,Worsted,20,10,9,FALSE,100,,Tosca Light,"<p>45% acrylic, 55% wool</p>

<p>ca. 400 m / 100 g <br />Artikel-Nr. 777</p>",,lang-yarns-tosca-light,4.23,358,1516,Plied,,437,4,,20,75,12,,755,1349,14,"Page created: July  3, 2010Last updated: December  4, 2015…"
97053,2,"[True, False]","[24, 5]","[Merino, Acrylic]","[False, True]","[False, False]","[30, 70]","[191043, 191042]",hw-comfort-wolle,H&W Comfort-Wolle,Super Bulky,12-Aug,,6-May,FALSE,50,TRUE,Myboshi Original No. 1,"<p>70% acrylic, 30% merino.</p>

<p><a href=""http://www.hw-vertrieb.de/images/download/boshi-wolle-farben.pdf"">Color Card</a> - PDF format</p>",,hw-comfort-wolle-myboshi-original-no-1,3.74,203,759,singles,,60,4,,12,11010,6,,733,1199,4,"Page created: October  4, 2012Last updated: September 17, 2015…"
49554,2,"[True, True]","[9, 24]","[Silk, Merino]","[False, False]","[False, False]","[50, 50]","[59955, 59956]",posh-yarn,Posh Yarn,Lace,32-34,2,,FALSE,100,,Sylvia Lace,"<p>A lace weight yarn, made from 50% merino, 50% silk. 880 yards (800m) per 100g. £14.40 (including VAT), £12.00 (excluding VAT) per 100g skein.</p>",,posh-yarn-sylvia-lace,4.84,170,823,plied,,880,,,,229,7,,1465,673,2,"Page created: June 29, 2009Last updated: September 26, 2014…"
49555,2,"[True, True]","[9, 24]","[Silk, Merino]","[False, False]","[False, False]","[50, 50]","[59957, 59958]",posh-yarn,Posh Yarn,Fingering,28,4,14,FALSE,100,,Sylvia Sock,"<p>A sock weight yarn, made from 50% merino, 50% silk. 440 yards (400m) per 100g. Recommended needle size is 2.75mm (US 2). £14.40 (including VAT), £12.00 (excluding VAT) per 100g skein.</p>",,posh-yarn-sylvia-sock,4.84,183,885,plied,,440,4,30,28,229,5,,1113,672,3,"Page created: June 29, 2009Last updated: September 26, 2014…"
152,2,"[False, False]","[5, 2]","[Acrylic, Nylon]","[True, True]","[False, False]","[45, 55]","[230, 229]",sirdar,Sirdar,Fingering,28,4,14,FALSE,50,TRUE,Snuggly 4 Ply,"<p>55% Nylon, 45% Acrylic</p>",FALSE,sirdar-snuggly-4-ply,4.08,524,2137,,,247,4,,28,14,5,,1539,2400,6,"Page created:Last updated: August 31, 2013…"
12426,2,"[True, False]","[3, 5]","[Wool, Acrylic]","[False, True]","[False, False]","[35, 65]","[13201, 13202]",feza-yarns,Feza Yarns,Bulky,14-15,12,7,FALSE,100,FALSE,Cyprus Mohair,"<p>65% Acrylic / 35% Wool <br /><p>
**Description:**
<br />
A striping yarn in multicolored shades of jewel tones.</p></p>

<p>Care instructions: cold handwash, do not wring; dry flat in shape; do not bleach; warm iron; dry cleanable; do not tumble dry.</p>",FALSE,feza-yarns-cyprus-mohair,4.05,102,413,Plied,,198,4,,16,106,4,,325,408,2,"Page created: July 14, 2007Last updated: May  6, 2013…"
81383,3,"[False, True, True]","[2, 13, 24]","[Nylon, Cashmere, Merino]","[True, False, False]","[False, False, False]","[10, 20, 70]","[172372, 164966, 164965]",dream-in-color,Dream in Color,Worsted,20,10,9,FALSE,113,TRUE,Classy with Cashmere,"<p>An exquisite blend of luxury fibers and a refined twist unite to make Classy with Cashmere an exceptional yarn indeed. The smooth, plied base, combined with our unique dyeing process, gives Classy with Cashmere its deep and lushly-shaded tones. 20% cashmere lends the yarn an irresistible softness, while 10% nylon and 70% superwash merino make Classy with Cashmere a superb choice for well-loved baby garments and special occasion accessories alike.</p>",FALSE,dream-in-color-classy-with-cashmere,4.76,284,1352,plied,,200,4,,18,318,12,,1060,978,20,"Page created: September  7, 2011Last updated: April 30, 2014…"
2437,2,"[False, False]","[19, 1]","[Plant fiber, Cotton]","[False, False]","[True, True]","[40, 60]","[30744, 4114]",knit-picks,Knit Picks,Worsted,20,10,9,FALSE,50,TRUE,Shine Worsted,"<p>60% Pima Cotton, 40% Modal® natural beech wood fiber (rayon)</p>

<p>Really soft and shiny</p>",FALSE,knit-picks-shine-worsted,4.16,2376,9876,plied,,75,4,20,18,96,12,,8105,11612,83,"Page created:Last updated: January 11, 2013…"
104747,3,"[False, False, True]","[28, 2, 24]","[Tencel, Nylon, Merino]","[False, True, False]","[True, False, False]","[10, 15, 75]","[203904, 203903, 203902]",miss-babs,Miss Babs,Fingering,28,4,14,FALSE,121,TRUE,Tarte,"<p>Tarte is very sturdy and perfect for socks. Nylon and Tencel add strength and sheen to the superwash Merino in this yarn. It has great yardage for shawlettes as well, and the 4-ply construction will make long lasting fine sweaters.</p>

<p>Content: 75% superwash Merino wool, 15% Nylon, 10% Tencel. <br />Care Instructions: Machine wash on gentle, dry flat.</p>",,miss-babs-tarte,4.72,188,888,,,500,1,8,7,1119,5,,1182,664,3,"Page created: April 19, 2013Last updated: September 19, 2014…"
106093,2,"[False, False]","[5, 1]","[Acrylic, Cotton]","[True, False]","[False, True]","[48, 52]","[206105, 206104]",premier-yarns,Premier Yarns,Sport,24-26,5,12,FALSE,100,TRUE,Cotton Fair Solids,"<p>• Crochet gauge, size G-6hook: 18 sc and 20 rows = 4&#8221; (10.2cm). <br />• Knit gauge in st st, size 4 needles: 23 sts and 29 rows = 4&#8221; (10.2cm).</p>",,premier-yarns-cotton-fair-solids,4.48,229,1027,,,317,4,,23,3155,10,,1076,1317,10,"Page created: May 26, 2013Last updated: July  2, 2015…"
53975,1,[True],[24],[Merino],[False],[False],[100],[66405],hadley-house-studio-formerly-fiberphile-yarns,Hadley House Studio (formerly fiberphile yarns),Worsted,20,10,9,FALSE,100,TRUE,Super Squish Worsted,"<p>Super Squish Worsted</p>

<p>A super-soft, superwash worsted weight yarn for comfy sweaters, hats and mittens.</p>

<p>Approx. 100g/218 yds <br />4-ply Superwash Merino <br />worsted weight/4-5 st on #7-9 needle <br />wash separately with cold water/dry flat</p>

<p>Although this yarn is superwash and therefore machine washable on a gentle cycle, I recommend hand washing to prolong the life of your hand knitted items.</p>",FALSE,fiberphile-hand-dyed-yarns--fibers-super-squish-worsted,4.61,54,249,very soft,,218,1,5,4,5225,12,,256,196,8,"Page created: October 20, 2009Last updated: February 29, 2012…"
59616,2,"[False, False]","[6, 1]","[Polyester, Cotton]","[True, False]","[False, True]","[7, 93]","[74378, 74377]",omega,Omega,Thread,,,,FALSE,153,TRUE,Hilaza Rústica Eclat,"<p>Great for creating woven fabric and blankets, along with quilting, tablecloths, etc. Rustica Eclat is Rustica with touches of fine bright metallic. Very pretty and excellent for those garments and accessories with a little glitz. Each ball has 920 yards, 5.4 oz., and comes in 6 colors. Recommended hook size B/1</p>",,omega-hilaza-rustica-eclat,3.59,27,97,plied,,920,4,,30,766,9,,107,181,4,"Page created: March  3, 2010Last updated: April  5, 2016…"
88279,2,"[False, False]","[5, 1]","[Acrylic, Cotton]","[True, False]","[False, True]","[40, 60]","[176718, 176717]",sirdar,Sirdar,DK,22,8,11,FALSE,50,TRUE,Snuggly Baby Speckle,,,sirdar-snuggly-baby-speckle,4.22,137,578,,13,148,4,,22,14,11,,340,496,2,"Page created: February 23, 2012Last updated: May 24, 2014…"
123407,3,"[True, False, True]","[13, 2, 24]","[Cashmere, Nylon, Merino]","[False, True, False]","[False, False, False]","[5, 25, 70]","[235680, 235679, 235678]",knitting-fever,Knitting Fever,DK,22,8,11,FALSE,150,,KFI Luxury Collection Indulgence Cashmere,"<p>70% Extrafine Merino Wool, 25% Nylon, 5% Cashmere with approx 437 yards per 150g that knits to 5.5-6.5 sts per inch on a US 3-6 needle. Packaged as standard balls.</p>",,knitting-fever-kfi-luxury-collection-indulgence-cashmere,4.59,58,266,Plied,,437,1,7.5,5.5,80,11,24.95,259,209,6,"Page created: October  9, 2014Last updated: November 30, 2014…"
82209,3,"[True, False, False]","[3, 5, 22]","[Wool, Acrylic, Bamboo]","[False, True, False]","[False, False, True]","[20, 30, 50]","[166337, 166336, 166335]",sirdar,Sirdar,Super Bulky,12-Aug,,6-May,FALSE,50,TRUE,Big Bamboo,"<p>Fiber: 50% Bamboo Viscose, 30% Acrylic, 20% Wool <br />Yardage: 44 <br />Stitches: 2.25 <br />Needle size: 15 <br />Ball weight: 50g</p>",,sirdar-big-bamboo,4.06,62,252,chainette with a halo,,44,1,,2.25,14,6,,223,220,2,"Page created: September 26, 2011Last updated: April 21, 2015…"
105724,2,"[False, True]","[5, 3]","[Acrylic, Wool]","[True, False]","[False, False]","[25, 75]","[205545, 205544]",frau-odersocke,Frau-Odersocke,Fingering,28,4,14,FALSE,100,FALSE,Sockenwolle ,,FALSE,frau-odersocke-sockenwolle,4.81,123,592,plied,,459,4,,28,13020,5,,1250,1009,4,"Page created: May 16, 2013Last updated: July 26, 2013…"
12115,1,[True],[3],[Wool],[False],[False],[100],[12910],grignasco,Grignasco,DK,22,8,11,FALSE,50,TRUE,Sport 90,,FALSE,grignasco-sport-90,3.75,57,214,Plied ,,137,4,,22,613,11,,166,279,1,"Page created: July 12, 2007Last updated: May  3, 2015…"
66165,4,"[False, True, True, True]","[4, 24, 9, 14]","[Rayon, Merino, Silk, Alpaca]","[True, False, False, False]","[False, False, False, False]","[15, 25, 30, 30]","[139136, 139135, 139133, 139134]",lana-grossa,Lana Grossa,Aran,18,10,8,FALSE,50,FALSE,Carezza,,FALSE,lana-grossa-carezza,4.38,77,337,Slightly fuzzy,,153,,,18,28,1,,201,304,5,"Page created: August 13, 2010Last updated: June 16, 2012…"
70031,2,"[True, False]","[3, 5]","[Wool, Acrylic]","[False, True]","[False, False]","[25, 75]","[145575, 145574]",yarnfair,Yarnfair,DK,22,8,11,FALSE,50,TRUE,Stripes,,FALSE,yarnfair-stripes,4.24,62,263,plied,,164,4,,22,3333,11,,233,300,1,"Page created: November 14, 2010Last updated: February 25, 2015…"
1721,2,"[False, False]","[4, 1]","[Rayon, Cotton]","[True, False]","[False, True]","[40, 60]","[72795, 2833]",knit-picks,Knit Picks,Sport,24-26,5,12,FALSE,50,TRUE,Shine Sport,"<p>60% Pima Cotton, 40% Modal® natural beech wood fiber</p>",FALSE,knit-picks-shine-sport,4.32,3045,13158,plied,,110,4,,24,96,10,,11619,15478,56,"Page created:Last updated: April 24, 2013…"
31879,1,[True],[14],[Alpaca],[False],[False],[100],[36853],plymouth-yarn,Plymouth Yarn,Lace,32-34,2,,FALSE,50,FALSE,Baby Alpaca Lace,,FALSE,plymouth-yarn-baby-alpaca-lace,4.53,261,1182,Plied ,,437,,,,87,7,,1373,951,5,"Page created: June  7, 2008Last updated: September 12, 2011…"
6181,1,[True],[13],[Cashmere],[False],[False],[100],[7708],karabella-yarns,Karabella Yarns,Fingering,28,4,14,FALSE,25,FALSE,Supercashmere Fine,"<p>Handwash or Dry Clean</p>

<p>Yarndex lists an apparently identical yarn: Light-Weight Cashmere</p>",FALSE,karabella-supercashmere-fine,4.67,73,341,,,202,4,,28,6,5,,354,229,7,"Page created: May 27, 2007Last updated: September 25, 2011…"
19309,1,[True],[3],[Wool],[False],[False],[100],[20665],hjertegarn,Hjertegarn,Worsted,20,10,9,FALSE,50,FALSE,Lima,<p>Feltable wool from Peru.</p>,FALSE,hjertegarn-lima,4.11,202,831,Plied,,109,4,,20,795,12,,588,1090,6,"Page created: October  5, 2007Last updated: October 31, 2012…"
23747,2,"[False, False]","[22, 2]","[Bamboo, Nylon]","[False, True]","[True, False]","[45, 55]","[26355, 26354]",knit-one-crochet-too,"Knit One, Crochet Too",DK,22,8,11,FALSE,50,TRUE,Babyboo,"<p>45% Bamboo, 55% Nylon</p>

<p>This yarn is super-soft to the touch. It also has a nice sheen (very silk-like). It is machine washable and dryable (delicate cycle). Although it is named for baby-wear, it makes a wonderful garment for adults as well. The initial color range includes both soft and bright colors -- something there for all tastes. There are <a href=""http://www.knitonecrochettoo.com/babyboopat.htm"">several patterns</a> available.</p>",TRUE,knit-one-crochet-too-babyboo,4.34,268,1163,"plied, smooth",,115,4,22,21,9,11,,766,963,11,"Page created: January  7, 2008Last updated: January 29, 2014…"
81703,2,"[True, True]","[9, 16]","[Silk, Llama]","[False, False]","[False, False]","[30, 70]","[165476, 165475]",aslan-trends,Aslan Trends,Worsted,20,10,9,FALSE,100,FALSE,King Baby Llama & Mulberry Silk,,FALSE,aslan-trends-king-baby-llama--mulberry-silk,4.57,187,855,plied,,218,1,,5,4104,12,,911,725,9,"Page created: September 13, 2011Last updated: April 18, 2013…"
11644,2,"[False, True]","[2, 3]","[Nylon, Wool]","[True, False]","[False, False]","[25, 75]","[12493, 13836]",novita,Novita,Aran,18,10,8,FALSE,150,TRUE,7 Veljestä Raita,"<p>7 Brothers Raita (Stripe) is an ingenious version of the original 7 Brothers yarn. You will be able to complete classical, striped socks in no time!</p>

<p>Gauge 18 sts x 26 rows = 4&#8221; / 10 cm.</p>
<hr />
<p>150 g:n kerällä on n. 300 m lankaa. <br />Neulo puikoilla nro 4.</p>

<p>koostumus: 75% villa / 25% polyamidi <br />keräkoko: n. 150 g = n. 300 m <br />puikot: 4 (sukkiin puikot 3½) <br />neuletiheys: 10 cm:llä 18 s ja 26 krs <br />menekki: naisen M-kokoinen neule n. 900 g <br />pesuohje: konepestävä 40°C</p>",,novita-7-veljesta-raita,3.62,233,844,plied,8,328,4,,18,324,1,,1053,2656,1,"Page created: July  8, 2007Last updated: October  1, 2015…"
2725,1,[False],[4],[Rayon],[True],[False],[100],[4652],fiesta-yarns,Fiesta Yarns,Bulky,14-15,12,7,FALSE,84,FALSE,Gelato,,FALSE,fiesta-yarns-gelato,3.8,49,186,ribbon,,260,4,,16,552,4,,415,214,4,"Page created:Last updated: November 25, 2014…"
9356,1,[True],[24],[Merino],[False],[False],[100],[10412],j-knits,J. Knits,Fingering,28,4,14,FALSE,113,TRUE,Superwash Me - Light Sock,"<p>See all the details of this yarn here:</p>

<p><a href=""http://j-knits.com/YarnSpecs/SuperwashMe-LightSock.html"">http:&#x2F;&#x2F;j-knits.com&#x2F;YarnSpecs&#x2F;SuperwashMe-LightSock.html</a></p>",FALSE,j-knits-superwash-me---light-sock,4.28,67,287,,,550,4,,28,193,5,,319,246,3,"Page created: June 22, 2007Last updated: June 10, 2009…"
45631,2,"[False, False]","[1, 22]","[Cotton, Bamboo]","[False, False]","[True, True]","[50, 50]","[54875, 54876]",king-cole,King Cole,DK,22,8,11,FALSE,100,TRUE,Bamboo Cotton Solids,<p>gauge 22 stitches x 30 rows = 10x10 cm square</p>,FALSE,king-cole-bamboo-cotton-solids,4.28,542,2320,plied,,252,4,,22,123,11,,1461,2650,28,"Page created: March 31, 2009Last updated: June 27, 2014…"
85663,1,[False],[1],[Cotton],[False],[True],[100],[172265],cascade-yarns,Cascade Yarns,Sport,24-26,5,12,FALSE,50,TRUE,Ultra Pima Fine,,,cascade-yarns-ultra-pima-fine,4.63,355,1642,plied ,,136,4,26,24,19,10,5,1996,1549,4,"Page created: December 24, 2011Last updated: April 15, 2016…"
85660,2,"[False, False]","[5, 2]","[Acrylic, Nylon]","[True, True]","[False, False]","[45, 55]","[172260, 172259]",cascade-yarns,Cascade Yarns,Aran,18,10,8,FALSE,100,TRUE,Cherub Aran Multis,,,cascade-yarns-cherub-aran-multis,4.25,63,268,plied,,240,4,20,18,19,1,,164,279,2,"Page created: December 24, 2011Last updated: April 29, 2016…"
85661,2,"[False, False]","[5, 2]","[Acrylic, Nylon]","[True, True]","[False, False]","[45, 55]","[172262, 172261]",cascade-yarns,Cascade Yarns,DK,22,8,11,FALSE,50,TRUE,Cherub DK Multis,,,cascade-yarns-cherub-dk-multis,4.24,87,369,plied,,180,4,24,22,19,11,,330,366,4,"Page created: December 24, 2011Last updated: December 17, 2015…"
85667,1,[True],[14],[Alpaca],[False],[False],[100],[172274],galler-yarns,Galler Yarns,DK,22,8,11,FALSE,227,FALSE,Prime Alpaca - Heathers,"<p>Our alpacas are the cashmere of alpacas. Superfine, incredibly soft and wearable, our alpaca is grown at elevations of over 10,000 feet in the Andes Mountains. Heather Prime Alpaca colors are dyed and gorgeously blended into over 30 beautiful shades. Alpaca yarn is naturally hypoallergenic, free of lanolin or dander, and water and fire resistant.</p>

<p>From animals raised in the Andes Mountains at altitudes above 10,000 feet. Made in Peru.</p>

<p>Handwash or Dry Clean.</p>",TRUE,galler-yarns-prime-alpaca---heathers,4.68,114,533,Plied,16,660,4,24,22,158,11,,509,405,2,"Page created: December 24, 2011Last updated: January 16, 2014…"
68102,1,[True],[24],[Merino],[False],[False],[100],[142336],dream-in-color,Dream in Color,Fingering,28,4,14,FALSE,100,TRUE,Everlasting Sock,"<p>With its distinctive 9-ply construction and smooth cable ply, this base provides the ideal canvas for our vibrant, subtly-layered colors. The fiber content, combined with our unique dyeing process — developed especially for the Everlasting bases — gives Everlasting Sock its deep and lushly-shaded tones. Knitted at a firmer gauge, this yarn forms a dense and hard-wearing fabric that’s perfect for socks and cold weather accessories, while knitting at a looser gauge yields a fabric with sensational softness and drape.</p>

<p><strong>An updated version of this yarn was released in August 2014</strong> The old version of Everlasting Sock was 8-ply, 420 yards per 100g, and was not cable-plied. You can manually adjust the yardage in your yarn entry if you are entering in stash of the old version.</p>",,dream-in-color-everlasting-sock,4.16,635,2642,cabled,,400,4,36,30,318,5,,3198,2262,42,"Page created: September 27, 2010Last updated: August 27, 2014…"
37565,2,"[True, True]","[9, 24]","[Silk, Merino]","[False, False]","[False, False]","[50, 50]","[43987, 43988]",louisa-harding,Louisa Harding,DK,22,8,11,FALSE,50,FALSE,Grace Hand Dyed,"<p><strong>Fiber Content:</strong> <br />50% Merino Wool, 50% Silk.</p>

<p><strong>Washing Instructions</strong> <br />Hand wash only, maximum temperature 30&#176;C / 86&#176;F; handle with care.</p>

<p>Suitable for dry cleaning with special treatment; advice should be sought from a a professional dry cleaner.</p>

<p>Cool iron (maximum 110&#176;C / 230&#176;F.</p>

<p>Do not use chlorine-based bleach.</p>

<p>Do not tumble dry. Dry flat.</p>

<blockquote>
<p>&#8220;Louisa has worked with the artisans at Araucania in Chile to develop this yarn. The yarn is produced in Italy then sent to Chile where each hank is individually painted. The process is entirely hand crafted the result being that each variegated hank is entirely unique. As there are no dyelots it is recommended that you purchase enough yarn to complete your project. &#8220;To assure an overall blended effect, knit with two hanks, working 2-4 rows from each.&#8221;</p>
</blockquote>",FALSE,louisa-harding-grace-hand-dyed,4.51,516,2327,singles,,110,4,,22,283,11,,2176,1691,18,"Page created: October  2, 2008Last updated: November 22, 2013…"
68101,1,[True],[24],[Merino],[False],[False],[100],[142335],dream-in-color,Dream in Color,DK,22,8,11,FALSE,100,TRUE,Everlasting DK,"<p>Twelve finely-spun plies united with a gentle twist make for the perfect marriage of softness and durability. The fiber content, combined with our unique dyeing process — developed especially for the Everlasting bases — gives Everlasting DK its deep and lushly-shaded tones, while the multi-ply texture makes for exceptionally long-wearing, heirloom quality accessories, garments, blankets and more.</p>",FALSE,dream-in-color-everlasting-dk,4.21,450,1893,plied,,275,4,24,22,318,11,,1759,1530,20,"Page created: September 27, 2010Last updated: August  7, 2013…"
7233,1,[True],[24],[Merino],[False],[False],[100],[8560],scarlet-fleece,Scarlet Fleece,DK,22,8,11,FALSE,100,TRUE,Painted Merino,"<p>A wonderfully washable merino wool yarn that lends itself nicely to socks. Each skein, which has 230 yards, should make 1 pair of socks.</p>

<p>A multi-purpose yarn, great for kids clothes, scarves, hats, vests, pullovers. Smooth hand that shows off lace or fair isle. Hand-dyed in over 25 Colorways and 10 Colorwashes.</p>",FALSE,scarlet-fleece-painted-merino,4.61,62,286,Plied ,,230,4,,24,1164,11,,167,180,1,"Page created: June  7, 2007Last updated: April 13, 2009…"
94256,1,[True],[24],[Merino],[False],[False],[100],[186743],rohrspatz--wollmeise,Rohrspatz & Wollmeise,DK,22,8,11,FALSE,200,TRUE,Merino DK,"<p>DK yarn 6-ply fine merino wool (19 micron). A lovely soft yarn with a robust and elastic twist, ideal for jackets and pullovers.</p>",FALSE,wollmeise-merino-dk,4.84,1387,6719,plied,,468,4,,22,315,11,,20132,11200,20,"Page created: July 27, 2012Last updated: September  9, 2015…"
63360,4,"[True, False, False, False]","[9, 5, 1, 2]","[Silk, Acrylic, Cotton, Nylon]","[False, True, False, True]","[False, False, True, False]","[10, 24, 27, 30]","[134613, 134612, 134611, 134610]",berroco,Berroco,Aran,18,10,8,FALSE,100,TRUE,Remix™,"<p>Made from 100% recycled fibers, this machine washable yarn is an exciting trans-seasonal blend that is comfortable in every way.</p>

<p><strong>PLEASE NOTE FIBER CONTENT</strong> (I was only allowed to enter 4 above): 30% Nylon, 27% Cotton, 24% Acrylic, 10% Silk, 9% Linen</p>",FALSE,berroco-remixtm,4.24,1153,4892,"tweedy, smooth, cottony, soft",,216,4,,17,4,1,,2739,4486,36,"Page created: June  1, 2010Last updated: December 20, 2013…"
5042,1,[True],[14],[Alpaca],[False],[False],[100],[6768],galler-yarns,Galler Yarns,Worsted,20,10,9,FALSE,227,,Peruvian Tweed,"<p>Our alpacas are the cashmere of alpacas. Superfine, incredibly soft and wearable, our alpaca fiber comes from animals raised at elevations of over 10,000 feet in the Andes Mountains.</p>

<p>Alpaca yarn is naturally hypoallergenic, free of lanolin or dander, water and fire resistant. Galler&#8217;s <br />Peruvian Tweed consists of two softly spun strands of prime alpaca spiral bound with a third strand more tightly spun; the strands can be all the same color or in two or three shades. The overall effect once knitted is of a sophisticated and understated tweed. Peruvian Tweed is available in a range of 16 luscious natural tones, which can be used together or alone.<br />Although it knits up at a worsted weight, it has high loft and drape, and makes splendid shawls and scarves as well as light sweaters.</p>

<p>Made in Peru</p>",,galler-yarns-peruvian-tweed,4.54,254,1153,"Plied, mouline",,595,4,22,20,158,12,,970,829,7,"Page created: May 12, 2007Last updated: November 22, 2014…"
118471,2,"[True, True]","[9, 24]","[Silk, Merino]","[False, False]","[False, False]","[20, 80]","[227204, 227203]",mrs-crosby,Mrs Crosby,DK,22,8,11,FALSE,100,,Carpet Bag,,,mrs-crosby-carpet-bag,4.7,177,832,singles,,240,1,5.5,5,14405,11,,1129,622,1,"Page created: May 13, 2014Last updated: October  6, 2015…"
50277,2,"[False, True]","[2, 24]","[Nylon, Merino]","[True, False]","[False, False]","[15, 85]","[132201, 132200]",aslan-trends,Aslan Trends,Aran,18,10,8,FALSE,100,FALSE,Bariloche,,FALSE,aslan-trends-bariloche,4.5,191,859,singles,,175,4,18,16,4104,1,,617,672,7,"Page created: July 18, 2009Last updated: November 14, 2010…"
